Movie Name,Director,Lead_Actor,Lead_Actress,Runtime ( .),Release Date,IMDb_Rating,Language,Animated,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,Music_Rating,Music_Director,CBFC/MPAA,Popularity of Lead Actor (POAM),Popularity of Lead Actress (POAF),Popularity of Director (POD),CSS,Follower Count (Lead Actor),Follower Count (Lead Actress),BO Collection (Total),1st Week,2nd Week,3rd Week,4th Week,Overseas Collection,Budget,Trailer Views,Trailer Likes (K),No. of Screens,Verdict
Road to Perdition,Sam Mendes,Tom Hanks,Jennifer Jason Leigh,117,12-07-2002,7.7,English,Live Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.5,Thomas Newman,R,0.75,0.7,0.75,0.32,10M,4247,181,104.05,84.98,38.87,14.8,166.89,85,"8,23,03,827",1800,3000,Flop
Just Go with It,Dennis Dugan,Adam Sandler,Jennifer Aniston,117,11-02-2011,6.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Rupert Gregson-Williams,PG-13,0.6,0.8,0.4,0.45,20M,44M,214.95,103.03,156.45,63.75,20.13,196.94,85,"17,28,208",38,1000,Hit
Con Air,Simon West,Nicolas Cage,Monica Potter,115,06-06-1997,6.6,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Mark Mancina,R,0.55,0.8,0.5,0.35,76K,106K,224.66,101.12,160.58,62.61,23.65,201.22,85,"26,28,639",48,1000,Hit
Eagle Eye,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,118,26-09-2008,6.6,English,Live Action,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,Brian Tyler,PG-13,0.6,0.8,0.55,0.3,7426,2M,178.07,101.46,119.21,39.24,16.38,149.25,85,"8,23,03,827",1800,1500,Average
Cold Mountain,Anthony Minghella,Jude Law,Nicole Kidman,154,25-12-2003,7.2,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Gabriel Yared,R,0.55,0.8,0.75,0.35,73K,10M,173.01,95.63,51.71,25.61,12.06,147.68,85,"2,03,02,877",95,10000,Hit
The Book of Eli,Albert Hughes,Denzel Washington,Gary Oldman,118,15-01-2010,6.9,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Atticus Ross,R,0.7,0.75,0.55,0.3,161K,500K,157.1,94.84,51.88,17.71,7.76,135.51,85,"16,63,534",58,10000,Average
Flubber,Les Mayfield,Robin Williams,Marcia Gay Harden,93,26-11-1997,5.3,English,Live Action,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Danny Elfman,PG,0.8,0.7,0.4,0.19,109K,121K,178,93.76,83.04,33,13.02,150.31,85,"16,63,534",62,10000,Average
The Haunting,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,113,23-07-1999,4.9,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,Jerry Goldsmith,PG-13,0.7,0.8,0.33,0.4,42K,5.4M,180.27,91.41,111.05,41.44,14.45,155.32,85,"1,38,31,264",39,10000,Hit
Space Jam,Joe Pytka,Michael Jordan,Wayne Knight,88,15-11-1996,6.5,English,Live Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,James Newton Howard,PG,0.65,0.6,0.3,0.67,27M,6092,230.42,90.42,140.37,45.2,15.68,200.42,85,"6,81,076",2.5,7500,Superhit
The Pink Panther,Shawn Levy,Steve Martin,Kevin Kline,115,10-02-2006,5.6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Christophe Beck,PG,0.6,0.8,0.6,0.2,600K,3247,159.45,82.23,76.69,21.15,7.92,134.85,85,"4,67,937",2.3,7500,Blockbuster
The Day the Earth Stood Still,Scott Derrickson,Keanu Reeves,Jennifer Connelly,103,12-12-2008,5.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.5,Tyler Bates,PG-13,0.7,0.8,0.5,0.35,181K,353K,233.09,79.37,190.49,66.2,24.09,205.96,85,"3,75,27,718",172,1000,Superhit
Conspiracy Theory,Richard Donner,Mel Gibson,Julia Roberts,135,08-08-1997,6.7,English,Live Action,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,Carter Burwell,R,0.65,0.8,0.55,0.45,34K,11.5M,137.85,76.12,76.46,29.28,10.63,121.94,85,"61,00,000",34,1000,Average
Fury,David Ayer,Brad Pitt,Shia LaBeouf,134,17-10-2014,7.6,English,Live Action,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5,Steven Price,R,0.75,0.75,0.6,0.33,2M,7426,211.76,85.82,212.77,63.78,27.55,184.41,85,"9,04,820",6.8,1000,Superhit
Six Days Seven Nights,Ivan Reitman,Harrison Ford,Anne Heche,98,12-06-1998,5.8,English,Live Action,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Randy Edelman,PG-13,0.7,0.7,0.7,0.4,6884,123K,164.83,74.34,108.9,37.4,14.11,139.23,85,"33,00,000",19,1000,Superhit
Yogi Bear,Eric Brevig,Dan Aykroyd,Justin Timberlake,80,17-12-2010,4.5,English,Live Action,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,John Debney,PG,0.6,0.7,0.4,0.4,98K,72M,201.58,75.29,99.42,31.59,12.94,168.27,85,"2,32,199",1.4,1000,Flop
Spirit: Stallion of the Cimarron,Kelly Asbury,Matt Damon,James Cromwell,83,24-05-2002,7,English,Live Action,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Hans Zimmer,G,0.75,0.75,0.5,0.4,104K,137K,122.56,74.28,47.8,15.8,5.71,98.87,85,"77,50,399",21,1000,Blockbuster
Zookeeper,Frank Coraci,Kevin James,Rosario Dawson,102,08-07-2011,5.2,English,Live Action,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Rupert Gregson-Williams,PG,0.6,0.8,0.4,0.27,2M,2M,169.85,73.8,97.8,31.8,12.63,148.47,85,"56,66,100",18,1000,Disaster
Lost in Space,Stephen Hopkins,Gary Oldman,Matt LeBlanc,130,03-04-1998,5.2,English,Live Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,Bruce Broughton,PG-13,0.7,0.7,0.45,0.45,161K,9M,136.16,68.71,115.65,36.27,13.18,123.48,85,"21,52,012",15,1000,Hit
The Manchurian Candidate,Jonathan Demme,Denzel Washington,Liev Schreiber,129,30-07-2004,6.6,English,Live Action,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,Rachel Portman,R,0.7,0.75,0.6,0.46,500K,548K,96.01,65.98,38.98,17.8,7.46,90.78,85,"1,34,88,231",51,1000,Average
Déjà Vu,Tony Scott,Denzel Washington,Jim Caviezel,126,22-11-2006,7,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Harry Gregson-Williams,PG-13,0.7,0.7,0.3,0,500K,461K,180.56,64.04,111.71,37.5,13.88,160.54,85,"11,49,710",1.1,1000,Blockbuster
Hotel Transylvania 2,Genndy Tartakovsky,Adam Sandler,Andy Samberg,89,25-09-2015,6.7,English,"Animation,                              Comedy, Family",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Mark Mothersbaugh,PG,0.6,0.7,0.8,0.33,20M,670K,169.7,90.43,90.71,31.71,11.94,148.75,85,"13,26,678",5.9,1000,Blockbuster
Fantasia 2000,James Algar,Steve Martin,Julia Roberts,74,16-12-1999,7.2,English,"Animation                                 Family, Fantasy",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Steve Martin,G,0.6,0.6,0.8,0.35,600K,137K,90.87,50.92,49.95,18.94,5.74,85.09,85,"35,15,736",21,1000,Superhit
The Time Machine,Simon Wells,Guy Pearce,Samantha Mumba,96,08-03-2002,5.9,English,Live Action,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,Klaus Badelt,PG-13,0.55,0.7,0.5,0.5,2804,68K,123.73,56.48,68.62,26.71,11.66,112.34,85,"4,43,57,212",180,1000,Hit
Mighty Joe Young,Ron Underwood,Bill Paxton,Rade Serbedzija,114,25-12-1998,5.6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,James Horner,PG,0.55,0.6,0.55,0.4,452K,24K,50.63,50.63,47.86,16.83,5.38,71.15,85,"91,21,875",134,2000,Hit
Swordfish,Dominic Sena,John Travolta,Halle Berry,99,08-06-2001,6.5,English,Live Action,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Paul Oakenfold,R,0.55,0.75,0.55,0.17,5M,9M,147.08,69.77,77.33,27.78,11.8,104.35,85,"1,59,23,686",646,500,Superhit
The Legend of Zorro,Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,129,28-10-2005,5.9,English,Live Action,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,James Horner,PG,0.6,0.75,0.6,0.6,4M,5.4M,142.4,56.1,93.47,35.09,13.31,120,85,"33,09,900",94,1000,Superhit
What Dreams May Come,Vincent Ward,Robin Williams,Cuba Gooding Jr.,113,02-10-1998,7,English,Live Action,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5,Ennio Morricone,PG-13,0.8,0.75,0.4,0.35,109K,286K,75.77,55.42,15.95,5.65,3.03,58.69,85,"6,83,25,590",1100,2000,Average
Little Nicky,Steven Brill,Adam Sandler,Harvey Keitel,90,10-11-2000,5.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Theodore Shapiro,PG-13,0.6,0.75,0.5,0.35,20M,1322,58.27,39.46,18.13,5.54,3.04,45.41,85,"1,63,49,443",150,1000,Average
The Brothers Grimm,Terry Gilliam,Matt Damon,Heath Ledger,118,26-08-2005,5.9,English,Live Action,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Dario Marianelli,PG-13,0.75,0.75,0.4,0.35,104K,53K,105.32,37.91,96.69,38.38,16.62,86.34,85,"28,49,251",22,750,Hit
Mars Attacks!,Tim Burton,Jack Nicholson,Annette Bening,106,13-12-1996,6.3,English,Live Action,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Danny Elfman,PG-13,0.7,0.8,0.7,0.55,89K,3008,101.37,37.77,62.88,20.56,6.64,72.9,85,"15,55,68,297",3800,20000,Average
Evolution,Ivan Reitman,David Duchovny,Julianne Moore,101,08-06-2001,6.1,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,John Powell,PG-13,0.6,0.8,0.6,0.4,537K,2M,98.37,38.31,70.69,26.06,11.55,68.89,85,"25,92,69,459",4100,20000,Superhit
The Edge,Lee Tamahori,Anthony Hopkins,Elle Macpherson,117,26-09-1997,6.9,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Jerry Goldsmith,R,0.75,0.6,0.45,0.4,5M,715K,43.31,43.31,65.25,21.58,7.61,51.68,85,"13,59,979",10,5000,Average
Surrogates,Jonathan Mostow,Bruce Willis,Rosamund Pike,89,25-09-2009,6.3,English,Live Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,Richard Marvin,PG-13,0.7,0.8,0.55,0.33,1M,923K,122.45,38.57,78.03,26.63,10.23,92.15,85,"18,03,688",3.8,5000,Average
Thirteen Days,Roger Donaldson,Kevin Costner,Stephanie Romanov,145,12-01-2000,7.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,Trevor Jones,PG-13,0.65,0.7,0.55,0.25,1M,1594,66.58,34.57,32.83,13.74,5.1,51.31,85,"3,96,96,971",345,5001,Blockbuster
Daylight,Rob Cohen,Sylvester Stallone,Viggo Mortensen,115,06-12-1996,5.9,English,Live Action,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Randy Edelman,PG-13,0.6,0.75,0.5,0.2,16.7M,137K,159.21,33.02,80.08,29.26,11.12,125,85,"1,47,16,917",419,1000,Average
Walking with Dinosaurs,Barry Cook,Charlie Rowe,Angourie Rice,87,20-12-2013,5.2,English,Animation,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,Paul Leonard-Morgan,PG,0.55,0.7,0.65,0.6,101K,627K,126.55,36.08,87.03,32.64,11.36,65,85,1000000,1221,100,Superhit
Battlefield Earth,Roger Christian,John Travolta,Kelly Preston,118,12-05-2000,2.5,English,Live Action,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,Elia Cmiral,PG-13,0.55,0.7,0.4,0.5,5M,423K,29.73,29.73,21.78,9.47,3.05,21.65,85,"3,56,400",1221,100,Flop
Looney Tunes: Back in Action,Joe Dante,Brendan Fraser,Jenna Elfman,90,14-11-2003,5.6,English,Animated,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Jerry Goldsmith,PG,0.6,0.7,0.55,0.5,239K,210K,68.51,20.99,47.09,18.13,6.39,57.42,85,"1,00,000",22,2903,Average
Nine,Rob Marshall,Elijah Wood,Jennifer Connelly,112,25-12-2009,5.8,English,Live Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Mario Frangoulis,PG-13,0.55,0.8,0.6,0.35,24K,1M,53.51,19.68,23.52,9.47,3.51,46.38,85,"26,000",0.14,2000,Average
Timeline,Richard Donner,Gerard Butler,Frances O'Connor,116,26-11-2003,5.6,English,Live Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Brian Tyler,PG-13,0.7,0.8,0.55,0.35,3M,137K,43.95,19.5,18.47,6.68,2.79,43.75,85,68750,0.43,1500,Flop
The Postman,Kevin Costner,Kevin Costner,Larenz Tate,177,25-12-1997,6,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,James Newton Howard,R,0.65,0.75,0.4,0.3,1M,4M,185,17.63,41.63,15.51,6.46,28.26,85,89454,5,2000,Hit
Babe: Pig in the City,George Miller,James Cromwell,Mary Stein,97,25-11-1998,5.8,English,Live Action,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Nigel Westlake,PG,0.6,0.7,0.6,0,452K,308,69.13,18.31,48.62,16.95,5.56,46.88,85,14569,12,2000,Hit
The Last Witch Hunter,Breck Eisner,Vin Diesel,Rose Leslie,106,23-10-2015,6,English,Live Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,Steve Jablonsky,PG-13,0.7,0.8,0.5,0.29,102M,984K,146.94,27.36,89.03,30.12,11.95,131.69,85,10214,14,2000,Superhit
Red Planet,Antony Hoffman,Val Kilmer,Carrie-Anne Moss,106,10-11-2000,5.7,English,Live Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.5,Graeme Revell,PG-13,0.6,0.75,0.4,0.35,607K,28K,17.48,17.48,41.61,15.15,6.4,28.25,85,145241,14,2000,Hit
Arthur and the Invisibles,Luc Besson,Freddie Highmore,Penny Balfour,94,29-12-2006,6,English,Animation,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Eric Serra,PG,0.55,0.75,0.8,0.2,190K,632,107.94,15.13,92.59,33.87,12.51,94.18,85,689745,12,1500,Superhit
Oceans,Jacques Perrin,George Clooney,Julia Roberts,84,22-04-2010,7.8,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Bruno Coulais,R,0.75,0.6,0.7,0.45,36K,137K,82.04,19.39,81,27.36,11.9,72.84,85,14024,11,2000,Superhit
A Sound of Thunder,Peter Hyams,Ben Kingsley,Catherine McCormack,110,02-09-2005,4.2,English,Live Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,Nick Glennie-Smith,PG-13,0.75,0.75,0.55,0.35,452K,4731,11.64,11.64,18.87,6.94,2.78,64.68,85,13000,10.2,1500,Flop
Pompeii,Paul W.S. Anderson,Kit Harington,Emily Browning,105,21-02-2014,5.5,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Clinton Shorter,PG-13,0.55,0.6,0.6,0,3M,292K,117.83,23.17,92.87,35.97,14.48,80.71,85,1400,14,1565,Average
Top Cat Begins,Andrés Couturier,Jason Harris Katz,Marieve Herington,89,27-05-2015,4.1,English,"Animation                                Adventure, Family",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Leoncio Lara,PG,0.55,0.7,0.4,0.35,16K,11K,2.85,2.85,3.01,1.03,0.2,2.86,85,5400,16,1025,Average
A Beautiful Mind,Ron Howard,Russell Crowe,Jennifer Connelly,135,04-01-2002,8.2,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,James Horner,PG-13,0.75,0.8,0.55,0.17,1M,1M,313.54,170.71,109.26,49.48,16.5,170.71,85,6500,74,3000,Blockbuster
Journey 2: The Mysterious Island,Brad Peyton,Dwayne Johnson,Vanessa Hudgens,94,10-02-2012,5.8,English,Live Action,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Andrew Lockington,PG,0.75,0.8,0.65,0.35,392M,51M,325.88,103.86,210.63,75.19,29.19,272.92,85,15400,12,1500,Average
Cloudy with a Chance of Meatballs 2,Cody Cameron,Bill Hader,Anna Faris,95,27-09-2013,6.4,English,"Animation                                Adventure, Comedy",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Mark Mothersbaugh,PG,0.55,0.8,0.6,0.5,240K,2M,274.33,119.77,149.88,61.04,23.85,158.82,85,14000,12,2000,Hit
Red Dragon,Brett Ratner,Anthony Hopkins,Harvey Keitel,124,04-10-2002,7.2,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6.5,Danny Elfman,R,0.75,0.75,0.5,0.35,5M,1322,209.23,92.94,98.92,36.34,12.14,92.93,85,1235,12.6,2500,Superhit
Hidalgo,Joe Johnston,Viggo Mortensen,Louise Lombard,136,05-03-2004,6.7,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,James Newton Howard,PG-13,0.75,0.75,0.55,0.33,452K,65K,108.1,67.29,40.21,15.58,6.18,107.1,85,58795,14,2000,Hit
Jack and Jill,Dennis Dugan,Adam Sandler,Katie Holmes,91,11-11-2011,3.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,Rupert Gregson-Williams,PG,0.6,0.75,0.4,0.25,20M,3M,149.67,74.16,76.68,28.84,11.8,88.77,85,1456,2.3,0.1,Flop
2 Fast 2 Furious,John Singleton,Paul Walker,Devon Aoki,107,06-06-2003,5.9,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,David Arnold,PG-13,0.65,0.7,0.5,0.35,19M,1M,236.35,50.47,42.35,18.61,10.15,109.2,76,"5,86,639",2,1000,Average
The Little Prince,Mark Osborne,Jeff Bridges,Rachel McAdams,108,29-07-2015,7.7,English,Animated,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Hans Zimmer,PG,0.7,0.8,0.6,0.2,515K,490K,97.57,0.25,0.25,0.15,0.1,100.12,81.1,"5,74,50,707",114,5000,Superhit
The Invasion,Oliver Hirschbiegel,Daniel Craig,Nicole Kidman,99,17-08-2007,5.9,English,Live Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.5,,PG-13,0.75,0.8,0.5,0,108K,10M,15.07,5.95,3.3,1.2,0.6,5.02,80,"29,91,404",11,2500,Flop
The Adventures of Rocky & Bullwinkle,Des McAnuff,Robert De Niro,June Foray,92,30-06-2000,4.2,English,Live Action,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,,PG,0.75,0.6,0.4,0.55,59K,137K,35.12,6.82,4.32,2.49,1.09,0.61,35,"1,23,164",8,2000,Average
The Secret Life of Pets,Lena Anderson,Chris Renaud,Jenny Slate,87,08-07-2016,6.5,English,Animated,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Alexandre Desplat,PG,0.55,0.7,0.45,0.5,452K,942K,875.46,104.35,63.95,32.39,16.45,507.4,75,"42,91,739",3.6,1000,Superhit
The League of Extraordinary Gentlemen,Stephen Norrington,Sean Connery,Peta Wilson,110,11-07-2003,5.8,English,Live Action,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,Trevor Jones,PG-13,0.75,0.75,0.55,0.45,30K,62K,179.27,66.46,48.7,17.21,11.37,53.53,78,"9,26,647",25,1000,Average
Despicable Me 2,Pierre Coffin,Steve Carell,Steve Carell,98,03-07-2013,7.3,English,Animated,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Heitor Pereira,PG,0.65,0.7,0.7,0.35,847K,847K,970.76,83.52,95.3,49.37,32.84,607.22,76,"50,27,207",6.1,1000,Superhit
Independence Day,Roland Emmerich,Will Smith,Vivica A. Fox,145,03-07-1996,7,English,Live Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.7,David Arnold,PG-13,0.8,0.7,0.8,0.35,65M,1.7M,816.97,104.35,133.35,79.7,52.22,511.24,75,"19,74,734",3.7,1000,Superhit
The Lost World: Jurassic Park,Steven Spielberg,Jeff Goldblum,Julianne Moore,129,23-05-1997,6.6,English,Live Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.1,John Williams,PG-13,0.6,0.8,0.75,0.5,3M,2M,618.63,72.13,92.7,52.28,33.08,388.47,73,"15,62,768",2.3,1245,Superhit
Children of Men,Alfonso Cuarón,Clive Owen,Julianne Moore,109,05-01-2007,7.9,English,Live Action,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,John Tavener,R,0.7,0.8,0.7,0.36,28K,2M,70.08,35.55,22.6,8.95,4.55,26.84,109,"5,62,756",24,1000,Average
X-Men,Bryan Singer,Hugh Jackman,Halle Berry,104,14-07-2000,7.4,English,Live Action,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Michael Kamen,PG-13,0.7,0.75,0.55,0.33,31M,9M,296.34,57.31,40.3,13.02,9.71,169.32,75,"4,86,503",3.6,2500,Superhit
Wanted,Timur Bekmambetov,James McAvoy,Angelina Jolie,110,27-06-2008,6.7,English,Live Action,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Danny Elfman,R,0.7,0.8,0.6,0.25,4M,15.3M,341.36,134.57,142.7,74.71,47.3,183.77,84,"9,62,460",11,2689,Superhit
The Rock,Michael Bay,Sean Connery,Julia Roberts,136,07-06-1996,7.4,English,Live Action,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.3,Nick Glennie-Smith,R,0.75,0.6,0.55,0.3,30K,137K,335.06,53.05,72.8,47.39,31.8,228.02,75,"7,52,743",11,2456,Superhit
Ice Age: The Meltdown,Carlos Saldanha,Carlos Saldanha,Queen Latifah,91,31-03-2006,6.8,English,Animated,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,John Powell,PG,0.75,0.8,0.7,0.4,13K,8M,660.94,46.31,50.9,26.85,21.8,396.37,80,"5,09,715",8,2500,Superhit
50 First Dates,Peter Segal,Adam Sandler,Drew Barrymore,99,13-02-2004,6.8,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.8,Theodore Shapiro,PG-13,0.6,0.75,0.6,0.35,20M,17M,196.29,40.41,67.8,30.2,19.3,104.8,80,"5,74,079",6.5,2500,Hit
Hairspray,Adam Shankman,John Travolta,Michelle Pfeiffer,117,20-07-2007,6.6,English,Live Action,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Marc Shaiman,PG,0.55,0.8,0.6,0.5,5M,3M,202.55,118.87,47.7,13.15,9.8,94.58,80,"2,25,300",18,2500,Hit
Exorcist: The Beginning,Renny Harlin,Stellan Skarsgård,Izabella Scorupco,114,20-08-2004,5.1,English,Live Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.9,Trevor Rabin,R,0.6,0.75,0.5,0,11K,150K,78.11,41.82,26.7,10.67,6.33,23.92,100,"3,34,081",20,2500,Average
